DATE,TEMPERATURE,WINDSPEED,HUMIDITY,PRECIPITATION
2013-10-08,22,5,84,13.6
2013-10-09,23,10,85,1.9
2013-10-10,22,24,84,1.1
2013-10-11,18,19,68,0
2013-10-12,20,10,84,3.7
2013-10-13,24,12,80,0.5
2013-10-14,25,11,80,0.8
2013-10-15,23,14,83,2.7
2013-10-16,23,26,86,0.8
2013-10-17,24,10,84,0
2013-10-18,24,9,88,0
2013-10-19,23,9,85,0
2013-10-20,25,12,91,0.4
2013-10-21,26,9,91,22.1
2013-10-22,27,15,87,0
2013-10-23,26,11,85,2.4
2013-10-24,23,11,93,8.7
2013-10-25,25,9,91,0
2013-10-26,26,10,88,0
2013-10-27,26,13,88,0
2013-10-28,26,12,95,0.1
2013-10-29,25,9,88,0
2013-10-30,23,9,89,6.3
2013-10-31,22,15,87,0.8
2013-11-01,24,11,85,0
2013-11-02,22,13,85,0
2013-11-03,21,25,88,1.4
2013-11-04,22,33,90,19.2
2013-11-05,18,26,73,1.6
2013-11-06,19,27,77,0
2013-11-07,22,17,78,0
2013-11-08,24,14,91,0.1
2013-11-09,20,24,77,0.7
2013-11-10,18,49,87,25.1
2013-11-11,17,30,60,1.2
2013-11-12,17,30,76,0.4
2013-11-13,21,11,75,0.3
2013-11-14,19,12,85,4.5
2013-11-15,15,7,66,0
2013-11-16,16,19,87,33.2
2013-11-17,18,20,85,32.5
2013-11-18,18,29,85,39.6
2013-11-19,16,15,81,5.3
2013-11-20,15,26,74,0.9
2013-11-21,14,32,86,19.2
2013-11-22,11,12,90,20
2013-11-23,10,26,89,29.7
2013-11-24,12,13,81,3.7
2013-11-25,15,10,70,1.4
2013-11-26,10,10,61,0
2013-11-27,9,15,51,0
2013-11-28,10,13,67,0.2
2013-11-29,14,8,67,0
2013-11-30,15,19,85,2.9
2013-12-01,13,32,72,0.8
2013-12-02,15,37,79,6.5
2013-12-03,17,18,61,0
2013-12-04,16,9,70,0
2013-12-05,17,9,84,0
2013-12-06,18,13,85,0
2013-12-07,15,6,79,0
2013-12-08,15,8,83,0.8
2013-12-09,16,7,78,0
2013-12-10,15,5,79,0
2013-12-11,17,5,80,0
2013-12-12,17,5,78,0
2013-12-13,16,7,83,0
2013-12-14,14,9,87,0.8
2013-12-15,14,6,81,0.6
2013-12-16,16,5,71,0
2013-12-17,17,3,65,0
2013-12-18,17,3,67,0
2013-12-19,16,15,75,0
2013-12-20,14,14,84,0.3
2013-12-21,15,10,89,11.6
2013-12-22,17,8,81,0
2013-12-23,16,6,80,0.1
2013-12-24,16,15,90,1.7
2013-12-25,17,26,80,2.5
2013-12-26,14,43,76,37.8
2013-12-27,11,7,77,0
2013-12-28,15,18,88,1.7
2013-12-29,15,19,73,2.3
2013-12-30,13,8,75,0.1
2013-12-31,14,9,77,0
2014-01-01,14,11,84,0.6
2014-01-02,14,21,91,5.3
2014-01-03,15,13,94,4.9
2014-01-04,15,25,95,6.7
2014-01-05,13,46,82,18.5
2014-01-06,13,7,78,0
2014-01-07,15,8,81,0
2014-01-08,17,2,80,0
2014-01-09,18,5,76,0
2014-01-10,18,6,78,0
2014-01-11,16,11,86,0.1
2014-01-12,15,4,88,3.7
2014-01-13,15,11,90,1.4
2014-01-14,13,24,87,23.3
2014-01-15,12,6,72,0.1
2014-01-16,14,18,86,0.3
2014-01-17,15,15,84,6.3
2014-01-18,17,15,89,3.6
2014-01-19,15,13,84,7.2
2014-01-20,13,8,88,15.9
2014-01-21,12,20,90,37.3
2014-01-22,13,11,74,0.1
2014-01-23,12,10,84,8.2
2014-01-24,13,26,73,1.7
2014-01-25,11,13,64,0.6
2014-01-26,16,24,64,0
2014-01-27,16,31,85,3.4
2014-01-28,10,20,68,0.2
2014-01-29,12,17,85,3.5
2014-01-30,13,21,91,18.9
2014-01-31,12,11,81,1.1
2014-02-01,12,12,83,2.5
2014-02-02,11,10,88,6.6
2014-02-03,12,10,85,3.3
2014-02-04,13,19,83,3.5
2014-02-05,14,35,92,30
2014-02-06,12,14,69,0
2014-02-07,18,25,97,3.8
2014-02-08,15,27,87,6.5
2014-02-09,12,38,70,8.9
2014-02-10,15,25,95,32.8
2014-02-11,11,19,89,4.9
2014-02-12,13,11,70,0
2014-02-13,14,25,91,0.5
2014-02-14,15,19,68,0
2014-02-15,19,15,83,0
2014-02-16,19,10,66,0
2014-02-17,17,8,82,0
2014-02-18,19,28,74,0
2014-02-19,17,15,88,13.2
2014-02-20,14,13,84,4.4
2014-02-21,15,16,80,0.3
2014-02-22,12,28,64,0.1
2014-02-23,14,5,67,0.2
2014-02-24,15,6,62,0
2014-02-25,15,7,54,0
2014-02-26,14,19,87,14.7
2014-02-27,13,17,72,0
2014-02-28,13,21,82,21.9
2014-03-01,11,24,75,4.5
2014-03-02,11,11,84,7.6
2014-03-03,13,20,91,16
2014-03-04,10,24,87,10.9
2014-03-05,12,20,86,2.6
2014-03-06,15,20,76,0.1
2014-03-07,17,15,83,0
2014-03-08,18,12,73,0
2014-03-09,18,18,75,0
2014-03-10,18,13,76,0.1
2014-03-11,14,9,80,0.5
2014-03-12,15,13,74,0
2014-03-13,19,9,75,0
2014-03-14,19,9,62,0
2014-03-15,18,15,74,0
2014-03-16,17,11,88,0
2014-03-17,20,13,84,0
2014-03-18,19,16,86,0
2014-03-19,20,9,87,0
2014-03-20,20,14,82,0
2014-03-21,19,8,87,1.9
2014-03-22,17,20,90,7.5
2014-03-23,14,30,86,19.7
2014-03-24,12,33,75,0.6
2014-03-25,15,19,88,4.5
2014-03-26,13,17,85,16.6
2014-03-27,13,16,87,24.5
2014-03-28,16,10,85,0.5
2014-03-29,19,19,76,0
2014-03-30,18,13,82,0.1
2014-03-31,18,11,86,0
2014-04-01,17,13,93,0.1
2014-04-02,21,10,81,0
2014-04-03,21,30,74,1.2
2014-04-04,16,13,90,36
2014-04-05,17,12,90,5.8
2014-04-06,20,8,85,0
2014-04-07,22,11,68,0
2014-04-08,20,17,80,0
2014-04-09,20,8,84,0
2014-04-10,21,9,87,0
2014-04-11,20,12,93,0
2014-04-12,20,8,88,0.6
2014-04-13,20,8,91,3.9
2014-04-14,20,16,90,0
2014-04-15,21,14,92,0.3
2014-04-16,17,14,63,0
2014-04-17,18,18,72,0
2014-04-18,20,20,92,1.8
2014-04-19,17,25,87,0.4
2014-04-20,20,10,82,0.4
2014-04-21,19,18,95,3.8
2014-04-22,20,6,90,2.7
2014-04-23,22,18,86,0.5
2014-04-24,21,16,91,0.4
2014-04-25,24,10,85,1.5
2014-04-26,21,17,85,1.6
2014-04-27,18,35,89,2.6
2014-04-28,17,30,83,2.2
2014-04-29,19,15,80,0.2
2014-04-30,20,33,91,0.4
2014-05-01,20,15,81,0.1
2014-05-02,18,23,89,5.6
2014-05-03,18,14,88,12
2014-05-04,20,12,84,3.7
2014-05-05,21,11,80,0
2014-05-06,21,12,74,0
2014-05-07,23,14,66,0
2014-05-08,22,10,86,0
2014-05-09,23,13,87,0
2014-05-10,23,16,87,0
2014-05-11,24,20,83,0
2014-05-12,21,22,67,0
2014-05-13,20,33,69,0.2
2014-05-14,20,14,70,2
2014-05-15,21,13,66,4.9
2014-05-16,23,19,64,0
2014-05-17,21,13,68,0
2014-05-18,24,12,77,0.1
2014-05-19,19,15,91,28.5
2014-05-20,23,10,88,1.3
2014-05-21,26,22,79,0
2014-05-22,26,13,88,0.5
2014-05-23,23,14,92,0.1
2014-05-24,23,12,76,0
2014-05-25,26,15,84,0.9
2014-05-26,20,15,89,0.4
2014-05-27,21,22,77,0
2014-05-28,22,17,84,0.3
2014-05-29,22,18,79,1.2
2014-05-30,22,19,80,0
2014-05-31,23,13,88,9.2
2014-06-01,24,9,83,1.2
2014-06-02,25,10,75,0.1
2014-06-03,25,13,79,2.1
2014-06-04,24,16,77,0
2014-06-05,25,13,80,0
2014-06-06,29,12,76,0
2014-06-07,29,8,70,0
2014-06-08,31,6,72,0
2014-06-09,31,5,71,0
2014-06-10,30,6,68,0
2014-06-11,31,8,67,0
2014-06-12,31,9,69,0
2014-06-13,30,12,79,0
2014-06-14,28,15,91,8.1
2014-06-15,26,6,88,34.3
2014-06-16,25,14,82,13.4
2014-06-17,26,5,80,13.3
2014-06-18,25,12,78,18.7
2014-06-19,25,15,76,5.8
2014-06-20,27,20,79,0
2014-06-21,28,13,77,0
2014-06-22,29,8,68,1.2
2014-06-23,32,13,71,2.1
2014-06-24,30,15,76,0
2014-06-25,26,22,89,0.3
2014-06-26,26,21,85,4.2
2014-06-27,27,17,80,0
2014-06-28,30,10,72,0
2014-06-29,30,18,90,0
2014-06-30,24,32,68,0
2014-07-01,27,11,78,0.1
2014-07-02,29,8,78,0
2014-07-03,30,16,73,0
2014-07-04,29,12,74,1.2
2014-07-05,30,13,75,2
2014-07-06,30,18,77,3.7
2014-07-07,32,10,82,3
2014-07-08,24,32,82,2.8
2014-07-09,24,32,67,0
2014-07-10,25,27,72,0
2014-07-11,27,14,77,1.2
2014-07-12,25,23,81,0.4
2014-07-13,25,20,81,0.8
2014-07-14,26,16,82,5.9
2014-07-15,29,9,81,0
2014-07-16,31,10,73,0
2014-07-17,31,12,72,0
2014-07-18,32,10,71,0
2014-07-19,33,6,71,0
2014-07-20,29,14,75,1.6
2014-07-21,26,24,84,2.8
2014-07-22,27,12,84,3.3
2014-07-23,29,14,83,0
2014-07-24,29,15,87,3.3
2014-07-25,30,8,81,0
2014-07-26,29,15,80,0
2014-07-27,30,14,78,0.1
2014-07-28,30,18,85,0
2014-07-29,26,17,92,7.2
2014-07-30,26,18,83,0.3
2014-07-31,29,16,88,0
2014-08-01,29,16,83,0
2014-08-02,31,13,80,0.3
2014-08-03,28,15,89,5.3
2014-08-04,29,12,85,0
2014-08-05,30,18,77,0
2014-08-06,30,10,78,0
2014-08-07,30,15,84,0
2014-08-08,30,13,88,0
2014-08-09,31,5,79,0
2014-08-10,32,11,81,0
2014-08-11,32,12,87,0
2014-08-12,31,14,80,0
2014-08-13,30,18,83,0
2014-08-14,26,27,66,0
2014-08-15,26,27,69,0
2014-08-16,27,20,75,0
2014-08-17,28,11,75,0
2014-08-18,28,14,87,0
2014-08-19,29,9,82,0
2014-08-20,29,15,77,0
2014-08-21,28,16,71,0
2014-08-22,29,11,76,0
2014-08-23,27,17,80,0
2014-08-24,26,22,71,0
2014-08-25,26,17,86,0
2014-08-26,30,16,86,0
2014-08-27,30,17,91,0
2014-08-28,30,6,85,0
2014-08-29,30,11,84,0
2014-08-30,30,12,89,1.2
2014-08-31,28,17,88,0
2014-09-01,28,20,85,0.1
2014-09-02,30,10,68,0
2014-09-03,28,9,73,0.1
2014-09-04,27,9,81,4.6
2014-09-05,28,13,81,1.9
2014-09-06,29,12,77,0.9
2014-09-07,28,12,89,0.2
2014-09-08,29,7,82,0
2014-09-09,31,7,80,0
2014-09-10,29,13,77,0
2014-09-11,27,17,85,2.2
2014-09-12,27,17,83,0.4
2014-09-13,25,9,87,1.6
2014-09-14,25,9,87,2
2014-09-15,27,6,83,4.7
2014-09-16,29,10,83,1.7
2014-09-17,28,13,86,2.4
2014-09-18,28,18,86,0.1
2014-09-19,29,14,91,3
2014-09-20,29,15,78,3.4
2014-09-21,28,16,78,0
2014-09-22,27,20,87,0
2014-09-23,23,8,83,3.7
2014-09-24,24,13,76,4.2
2014-09-25,25,15,86,0.7
2014-09-26,25,8,81,0
2014-09-27,27,5,73,0
2014-09-28,27,8,75,0
2014-09-29,27,12,81,0
2014-09-30,27,10,86,3.1
2014-10-01,27,13,88,8.6
2014-10-02,26,8,87,7.1
2014-10-03,25,13,78,0
2014-10-04,27,7,83,0
2014-10-05,26,8,81,1.2
2014-10-06,23,11,77,2
2014-10-07,25,15,83,0.3
2014-10-08,28,11,81,0
2014-10-09,29,13,89,8.9
2014-10-10,29,10,91,7.2
2014-10-11,28,12,91,0.6
2014-10-12,27,12,84,0.3
2014-10-13,27,14,88,18.1
2014-10-14,26,7,87,1.5
2014-10-15,26,9,85,2.6
2014-10-16,23,18,86,0.4
2014-10-17,24,20,93,3
2014-10-18,25,6,92,0
2014-10-19,27,5,89,0
2014-10-20,26,10,76,0
2014-10-21,26,23,92,0.3
2014-10-22,20,25,79,0
2014-10-23,23,10,56,0
2014-10-24,23,9,73,0
2014-10-25,24,6,69,0
2014-10-26,22,6,82,0.9
2014-10-27,22,12,76,0
2014-10-28,22,12,80,0
2014-10-29,19,4,82,1
2014-10-30,20,5,82,0.3
2014-10-31,22,5,79,0
2014-11-01,22,6,75,0
2014-11-02,22,9,87,0
2014-11-03,22,13,73,0
2014-11-04,26,21,69,2.9
2014-11-05,20,21,88,23.1
2014-11-06,17,8,79,3.4
2014-11-07,19,16,82,0.3
2014-11-08,21,10,66,0
2014-11-09,18,19,87,6
2014-11-10,22,14,79,8.7
2014-11-11,21,17,81,12.5
2014-11-12,18,19,86,11.7
2014-11-13,17,18,75,0.4
2014-11-14,21,11,78,0.3
2014-11-15,19,23,92,30.7
2014-11-16,17,24,78,3.2
2014-11-17,16,18,90,22.7
2014-11-18,16,24,78,1.6
2014-11-19,17,8,67,0
2014-11-20,19,8,72,0
2014-11-21,22,6,71,0
2014-11-22,21,12,84,0.7
2014-11-23,21,17,83,1.2
2014-11-24,21,12,88,2
2014-11-25,19,5,86,19
2014-11-26,21,6,80,1.7
2014-11-27,20,14,83,6.4
2014-11-28,21,28,84,4
2014-11-29,21,23,86,3.2
2014-11-30,23,27,86,7
2014-12-01,18,20,82,13.4
2014-12-02,18,14,80,0.3
2014-12-03,16,4,82,5.5
2014-12-04,16,15,87,9.2
2014-12-05,16,17,85,9.6
2014-12-06,15,33,92,28.2
2014-12-07,14,9,81,5.4
2014-12-08,16,11,76,0.3
2014-12-09,14,28,80,4.7
2014-12-10,14,15,63,0
2014-12-11,15,7,73,0
2014-12-12,15,14,76,0
2014-12-13,17,16,85,0.7
2014-12-14,18,12,82,0.1
2014-12-15,17,9,80,0.8
2014-12-16,18,9,79,6.2
2014-12-17,14,9,82,3.8
2014-12-18,14,8,80,0.1
2014-12-19,17,17,90,0.6
2014-12-20,18,13,81,0
2014-12-21,15,10,82,0
2014-12-22,17,7,81,0
2014-12-23,17,9,86,0.3
2014-12-24,16,12,86,0
2014-12-25,15,16,79,0.2
2014-12-26,13,11,81,1
2014-12-27,17,45,88,19.8
2014-12-28,11,18,69,2.2
2014-12-29,8,24,59,0
2014-12-30,8,14,53,0
2014-12-31,8,12,72,1.2
2015-01-01,10,14,56,0
2015-01-02,15,10,74,0
2015-01-03,17,16,78,0
2015-01-04,19,14,82,0.1
2015-01-05,14,14,60,0
2015-01-06,15,10,87,0.9
2015-01-07,13,10,82,0.8
2015-01-08,12,12,76,0
2015-01-09,15,12,81,0
2015-01-10,19,15,91,0
2015-01-11,18,33,88,0
2015-01-12,15,12,58,0
2015-01-13,18,10,73,0
2015-01-14,15,14,88,0.1
2015-01-15,17,11,76,0
2015-01-16,19,17,76,1.2
2015-01-17,14,19,84,3.7
2015-01-18,13,11,49,0
2015-01-19,13,8,44,0
2015-01-20,13,6,47,0
2015-01-21,13,22,79,6.1
2015-01-22,14,13,68,0.5
2015-01-23,13,10,77,2.4
2015-01-24,14,11,59,0
2015-01-25,13,21,54,0.1
2015-01-26,12,25,47,0
2015-01-27,13,8,48,0
2015-01-28,12,17,52,0
2015-01-29,12,41,83,5.8
2015-01-30,12,66,61,23.7
2015-01-31,11,9,65,3.9
2015-02-01,9,43,61,2.5
2015-02-02,10,17,61,0
2015-02-03,12,17,66,3.5
2015-02-04,12,20,83,5.1
2015-02-05,11,18,76,9.9
2015-02-06,10,8,71,3.3
2015-02-07,12,7,71,6.3
2015-02-08,10,12,73,0
2015-02-09,10,18,65,0
2015-02-10,13,12,62,0
2015-02-11,16,9,59,0
2015-02-12,17,6,56,0
2015-02-13,15,10,62,0
2015-02-14,13,12,64,0.9
2015-02-15,14,9,80,9.7
2015-02-16,12,10,81,21.4
2015-02-17,18,12,67,1.3
2015-02-18,16,17,38,0
2015-02-19,14,10,53,0
2015-02-20,14,11,50,0
2015-02-21,13,20,78,8.9
2015-02-22,14,9,68,0.7
2015-02-23,15,17,65,0.2
2015-02-24,12,35,60,0.3
2015-02-25,14,18,68,4.9
2015-02-26,14,14,65,2.9
2015-02-27,13,12,65,1.3
2015-02-28,14,10,65,0.1
2015-03-01,12,10,75,0.6
2015-03-02,16,12,95,1.4
2015-03-03,17,17,81,0
2015-03-04,17,15,87,1
2015-03-05,12,57,68,3.6
2015-03-06,13,22,52,0
2015-03-07,15,14,54,0
2015-03-08,15,13,57,0
2015-03-09,14,19,80,0.1
2015-03-10,16,15,82,0
2015-03-11,17,15,83,0
2015-03-12,17,14,69,0.1
2015-03-13,15,16,69,0
2015-03-14,13,12,89,3.1
2015-03-15,14,28,84,13.7
2015-03-16,14,13,82,34.6
2015-03-17,15,9,94,9.3
2015-03-18,17,10,82,0.3
2015-03-19,19,9,84,0
2015-03-20,21,19,65,0
2015-03-21,18,18,61,1.6
2015-03-22,16,11,86,4
2015-03-23,17,15,78,0.3
2015-03-24,21,19,71,1.4
2015-03-25,15,15,83,5.7
2015-03-26,17,15,94,0.8
2015-03-27,19,28,83,0.3
2015-03-28,18,21,64,0
2015-03-29,20,14,78,0
2015-03-30,19,23,82,0
2015-03-31,19,31,82,0
2015-04-01,18,23,61,0
2015-04-02,18,17,70,0
2015-04-03,21,15,66,0
2015-04-04,17,19,88,0.3
2015-04-05,16,15,84,4.8
2015-04-06,16,20,57,0.1
2015-04-07,15,10,46,0.1
2015-04-08,17,20,65,0
2015-04-09,19,15,55,0
2015-04-10,20,15,65,0
2015-04-11,22,13,62,0
2015-04-12,22,14,75,0
2015-04-13,21,17,75,0
2015-04-14,22,16,71,0
2015-04-15,25,14,65,0
2015-04-16,26,8,46,0.4
2015-04-17,22,15,78,0.6
2015-04-18,22,15,72,0
2015-04-19,23,13,71,0
2015-04-20,20,14,72,2.3
2015-04-21,22,16,63,0
2015-04-22,24,16,55,0
2015-04-23,22,18,66,0
2015-04-24,22,18,82,0
2015-04-25,24,14,66,0
2015-04-26,24,15,80,0.1
2015-04-27,20,24,82,6.4
2015-04-28,19,21,79,0.1
2015-04-29,20,19,73,0
2015-04-30,21,17,61,0
2015-05-01,23,15,68,0
2015-05-02,24,12,77,0
2015-05-03,29,14,60,0
2015-05-04,31,15,49,0
2015-05-05,31,19,64,0
2015-05-06,30,18,66,0
2015-05-07,25,18,54,0
2015-05-08,25,17,52,0
2015-05-09,25,16,70,0
2015-05-10,27,16,63,0
2015-05-11,28,17,56,0
2015-05-12,28,17,51,0
2015-05-13,27,17,56,0
2015-05-14,27,16,57,0
2015-05-15,20,28,73,0.5
2015-05-16,23,14,65,2.1
2015-05-17,29,13,63,0.4
2015-05-18,28,18,64,0.1
2015-05-19,25,18,64,0
2015-05-20,23,18,55,0
2015-05-21,18,25,58,0.1
2015-05-22,23,14,61,0.5
2015-05-23,21,12,67,1.4
2015-05-24,23,13,71,0.9
2015-05-25,23,14,70,0.1
2015-05-26,23,12,83,9
2015-05-27,24,8,67,7.5
2015-05-28,24,16,66,0.1
2015-05-29,25,17,61,0
2015-05-30,26,15,53,0
2015-05-31,25,18,66,1.1
2015-06-01,27,16,55,0.4
2015-06-02,27,17,58,0
2015-06-03,29,18,53,0
2015-06-04,29,17,56,0
2015-06-05,31,16,56,0
2015-06-06,31,15,55,3.5
2015-06-07,31,15,53,3
2015-06-08,30,17,62,2.6
2015-06-09,29,14,66,2.9
2015-06-10,31,9,51,3
2015-06-11,32,10,47,0.1
2015-06-12,32,32,72,5.6
2015-06-13,31,19,61,1.4
2015-06-14,26,17,81,2.5
2015-06-15,27,15,70,0.1
2015-06-16,26,17,63,0.1
2015-06-17,27,17,62,1.3
2015-06-18,27,15,69,0.1
2015-06-19,28,16,70,0.3
2015-06-20,28,16,69,0.6
2015-06-21,28,17,58,0.3
2015-06-22,28,18,60,0
2015-06-23,29,12,57,1
2015-06-24,30,14,55,0.1
2015-06-25,29,18,54,0
2015-06-26,29,19,61,0
2015-06-27,30,19,62,0
2015-06-28,31,15,65,0
2015-06-29,32,18,62,0
2015-06-30,31,17,60,0
2015-07-01,32,14,54,0
2015-07-02,33,16,51,0
2015-07-03,35,16,49,0
2015-07-04,34,17,53,1.5
2015-07-05,34,17,55,1.2
2015-07-06,34,17,51,0.4
2015-07-07,34,17,53,0.7
2015-07-08,33,16,55,0.1
2015-07-09,32,15,55,0
2015-07-10,32,18,59,0.1
2015-07-11,33,19,55,0
2015-07-12,33,19,54,0
2015-07-13,32,18,65,0
2015-07-14,33,16,67,0
2015-07-15,34,15,54,0
2015-07-16,33,16,56,0
2015-07-17,36,17,53,0
2015-07-18,36,15,37,0
2015-07-19,35,18,42,0
2015-07-20,33,19,58,0
2015-07-21,34,18,54,0
2015-07-22,33,14,68,4.5
2015-07-23,32,17,66,2.5
2015-07-24,32,15,70,0.5
2015-07-25,31,17,62,0
2015-07-26,30,17,63,0
2015-07-27,31,18,68,0
2015-07-28,29,18,52,0
2015-07-29,31,16,60,0
2015-07-30,32,17,56,0.3
2015-07-31,32,17,47,0.1
2015-08-01,32,17,72,8
2015-08-02,32,17,55,0
2015-08-03,32,16,64,0
2015-08-04,32,17,61,0
2015-08-05,33,17,56,0
2015-08-06,35,16,59,0
2015-08-07,35,17,46,0
2015-08-08,35,15,50,0.4
2015-08-09,32,18,68,0.1
2015-08-10,28,15,68,3.1
2015-08-11,32,11,63,1.2
2015-08-12,34,14,54,0
2015-08-13,34,17,54,0
2015-08-14,30,18,73,0
2015-08-15,27,18,60,0.1
2015-08-16,26,19,64,0
2015-08-17,27,19,63,0
2015-08-18,29,16,59,0.2
2015-08-19,28,17,60,0
2015-08-20,30,15,61,0
2015-08-21,29,19,71,0
2015-08-22,29,14,69,0.1
2015-08-23,32,14,60,0.4
2015-08-24,30,17,82,1
2015-08-25,29,17,62,0
2015-08-26,30,17,71,0
2015-08-27,31,15,69,0
2015-08-28,32,16,68,0
2015-08-29,33,13,75,0
2015-08-30,33,16,54,0
2015-08-31,33,17,57,0
2015-09-01,33,16,44,0.2
2015-09-02,28,15,62,0
2015-09-03,30,15,52,0
2015-09-04,30,14,58,0
2015-09-05,26,23,62,0.1
2015-09-06,26,15,57,0
2015-09-07,27,14,65,0
2015-09-08,29,17,56,0
2015-09-09,28,15,43,0
2015-09-10,26,16,59,0
2015-09-11,27,14,53,0
2015-09-12,30,15,55,0
2015-09-13,32,22,82,5.4
2015-09-14,29,16,88,0.4
2015-09-15,29,13,48,0
2015-09-16,31,15,75,0.1
2015-09-17,31,15,53,0
2015-09-18,28,17,64,0
2015-09-19,26,16,52,0.2
2015-09-20,27,17,60,0.1
2015-09-21,27,19,67,0
2015-09-22,26,17,61,0
2015-09-23,22,28,78,0.2
2015-09-24,25,13,64,0
2015-09-25,26,14,62,0
2015-09-26,26,17,70,0.2
2015-09-27,26,13,72,0.9
2015-09-28,26,16,69,1
2015-09-29,25,16,68,0
2015-09-30,25,21,61,4.4
2015-10-01,24,28,70,11.9
2015-10-02,22,30,88,72.5
2015-10-03,25,13,66,0
2015-10-04,25,9,73,0.2
2015-10-05,26,12,74,0
2015-10-06,27,15,83,0.5
2015-10-07,23,19,89,0
2015-10-08,24,12,64,0
2015-10-09,23,14,67,0.4
2015-10-10,22,14,77,5.2
2015-10-11,23,13,81,0
2015-10-12,24,12,81,0
2015-10-13,24,11,65,1.3
2015-10-14,21,13,87,1.4
2015-10-15,16,21,77,0
2015-10-16,18,14,72,1.1
2015-10-17,20,10,68,0
2015-10-18,24,14,70,0
2015-10-19,24,12,59,0
2015-10-20,23,10,80,0.2
2015-10-21,21,15,68,0.1
2015-10-22,21,14,64,0
2015-10-23,22,14,57,0
2015-10-24,23,14,79,0
2015-10-25,23,10,85,0
2015-10-26,21,12,72,0.6
2015-10-27,24,16,73,1
2015-10-28,22,14,95,0.7
2015-10-29,19,17,86,0.2
2015-10-30,22,13,70,0
2015-10-31,23,17,55,0
2015-11-01,22,17,61,0
2015-11-02,23,17,61,0
2015-11-03,25,18,69,0.2
2015-11-04,23,8,55,2.1
2015-11-05,22,12,67,0
2015-11-06,22,13,67,0
2015-11-07,23,10,58,0
2015-11-08,23,11,61,0
2015-11-09,22,13,62,0
2015-11-10,22,14,75,0
2015-11-11,21,12,72,0
2015-11-12,22,10,73,0
2015-11-13,21,13,73,0
2015-11-14,22,11,69,0
2015-11-15,20,10,71,0
2015-11-16,21,10,71,0
2015-11-17,21,11,66,0
2015-11-18,21,8,68,0
2015-11-19,21,11,74,0
2015-11-20,20,20,75,0
2015-11-21,15,43,85,15
2015-11-22,11,17,58,1.5
2015-11-23,13,19,63,0.8
2015-11-24,15,10,62,0.1
2015-11-25,10,19,86,2
2015-11-26,13,18,57,1.3
2015-11-27,13,12,52,0.3
2015-11-28,14,13,63,0
2015-11-29,15,13,53,0
2015-11-30,17,13,63,0
2015-12-01,17,11,63,0
2015-12-02,18,10,73,0
2015-12-03,18,7,70,0
2015-12-04,16,10,70,0
2015-12-05,16,5,68,0
2015-12-06,17,5,75,0.5
2015-12-07,18,11,72,3.8
2015-12-08,17,6,67,0
2015-12-09,16,8,75,0
2015-12-10,17,9,72,0
2015-12-11,16,10,66,0
2015-12-12,15,9,64,0
2015-12-13,16,7,61,0
2015-12-14,15,8,66,0
2015-12-15,15,10,62,0
2015-12-16,17,7,80,0.3
2015-12-17,17,9,72,0
2015-12-18,17,9,80,0
2015-12-19,17,8,78,0
2015-12-20,18,4,73,0
2015-12-21,17,8,67,0
2015-12-22,17,8,75,0
2015-12-23,17,7,67,0
2015-12-24,17,7,63,0
2015-12-25,16,8,59,0
2015-12-26,17,8,63,0
2015-12-27,17,9,70,0
2015-12-28,17,8,70,0
2015-12-29,16,7,62,0
2015-12-30,16,7,71,0.4
2016-01-01,15,7,69,0.1
2016-01-02,15,18,94,8.9
2016-01-03,13,26,68,0.2
2016-01-04,13,23,84,7.5
2016-01-05,15,10,79,0.4
2016-01-06,12,27,81,4.4
2016-01-07,14,10,80,0.5
2016-01-08,17,9,82,0
2016-01-09,17,13,87,3.9
2016-01-10,15,14,80,0.5
2016-01-11,16,33,90,9.4
2016-01-12,13,28,73,9.6
2016-01-13,12,29,56,1.4
2016-01-14,13,17,86,3.7
2016-01-15,11,17,63,0.4
2016-01-16,9,19,51,0.3
2016-01-17,10,8,36,0
2016-01-18,9,14,44,0.4
2016-01-19,10,9,66,2.8
2016-01-20,13,6,80,0.8
2016-01-21,13,6,63,0
2016-01-22,13,8,66,0
2016-01-23,13,7,65,0
2016-01-24,15,9,63,0
2016-01-25,15,10,68,0
2016-01-26,17,10,76,0
2016-01-27,17,10,69,0
2016-01-28,18,10,60,0
2016-01-29,17,9,57,0
2016-01-30,16,9,60,0
2016-01-31,13,16,85,0.3
2016-02-01,20,9,68,0
2016-02-02,17,15,79,0
2016-02-03,16,28,75,0
2016-02-04,14,16,43,0
2016-02-05,17,14,65,0
2016-02-06,17,8,66,0
2016-02-07,16,26,90,9.6
2016-02-08,13,14,76,0.2
2016-02-09,14,23,93,5.1
2016-02-10,12,50,56,2
2016-02-11,13,21,66,0.3
2016-02-12,13,6,84,13.5
2016-02-13,15,11,78,6.2
2016-02-14,14,15,85,10.1
2016-02-15,14,5,66,1.6
2016-02-16,16,17,73,1.9
2016-02-17,12,14,73,1.6
2016-02-18,13,8,47,0
2016-02-19,12,15,51,0
2016-02-20,13,14,50,0
2016-02-21,18,12,66,0
2016-02-22,21,14,51,0
2016-02-23,15,18,71,0
2016-02-24,15,10,65,0
2016-02-25,15,15,79,0.8
2016-02-26,13,11,55,0
2016-02-27,17,21,67,9.3
2016-02-28,12,15,80,22.7
2016-02-29,13,16,78,19.3
